Historia,Modelo,Tipo Diagrama,ROUGE Tipo,Precisión,Recall,Medida F1
HU03,mistral,clases,rouge1,0.317,0.565,0.406
HU03,mistral,clases,rouge2,0.125,0.227,0.161
HU03,mistral,clases,rougeL,0.268,0.478,0.344
HU04,llama,clases,rouge1,0.297,0.407,0.344
HU04,llama,clases,rouge2,0.083,0.115,0.097
HU04,llama,clases,rougeL,0.189,0.259,0.219
HU04,deepseek,clases,rouge1,0.213,0.481,0.295
HU04,deepseek,clases,rouge2,0.067,0.154,0.093
HU04,deepseek,clases,rougeL,0.164,0.370,0.227
HU04,gemini,clases,rouge1,0.153,0.778,0.256
HU04,gemini,clases,rouge2,0.066,0.346,0.111
HU04,gemini,clases,rougeL,0.131,0.667,0.220
HU04,claude,clases,rouge1,0.265,0.667,0.379
HU04,claude,clases,rouge2,0.104,0.269,0.151
HU04,claude,clases,rougeL,0.250,0.630,0.358
HU04,gpt,clases,rouge1,0.360,0.667,0.468
HU04,gpt,clases,rouge2,0.102,0.192,0.133
HU04,gpt,clases,rougeL,0.320,0.593,0.416
HU04,mistral,clases,rouge1,0.304,0.259,0.280
HU04,mistral,clases,rouge2,0.136,0.115,0.125
HU04,mistral,clases,rougeL,0.304,0.259,0.280
HU05,llama,clases,rouge1,0.308,0.571,0.400
HU05,llama,clases,rouge2,0.080,0.154,0.105
HU05,llama,clases,rougeL,0.269,0.500,0.350
HU05,gemini,clases,rouge1,0.256,0.714,0.377
HU05,gemini,clases,rouge2,0.105,0.308,0.157
HU05,gemini,clases,rougeL,0.256,0.714,0.377
HU05,claude,clases,rouge1,0.250,0.571,0.348
HU05,claude,clases,rouge2,0.032,0.077,0.045
HU05,claude,clases,rougeL,0.219,0.500,0.304
HU05,gpt,clases,rouge1,0.316,0.429,0.364
HU05,gpt,clases,rouge2,0.056,0.077,0.065
HU05,gpt,clases,rougeL,0.263,0.357,0.303
HU05,mistral,clases,rouge1,0.364,0.571,0.444
HU05,mistral,clases,rouge2,0.095,0.154,0.118
HU05,mistral,clases,rougeL,0.318,0.500,0.389
HU06,deepseek,clases,rouge1,0.096,0.286,0.144
HU06,deepseek,clases,rouge2,0.012,0.037,0.018
HU06,deepseek,clases,rougeL,0.084,0.250,0.126
HU06,gemini,clases,rouge1,0.125,0.286,0.174
HU06,gemini,clases,rouge2,0.016,0.037,0.022
HU06,gemini,clases,rougeL,0.109,0.250,0.152
HU06,claude,clases,rouge1,0.108,0.321,0.162
HU06,claude,clases,rouge2,0.012,0.037,0.018
HU06,claude,clases,rougeL,0.096,0.286,0.144
HU06,gpt,clases,rouge1,0.216,0.286,0.246
HU06,gpt,clases,rouge2,0.056,0.074,0.063
HU06,gpt,clases,rougeL,0.216,0.286,0.246
HU06,mistral,clases,rouge1,0.241,0.250,0.246
HU06,mistral,clases,rouge2,0.071,0.074,0.073
HU06,mistral,clases,rougeL,0.241,0.250,0.246
HU07,deepseek,clases,rouge1,0.450,0.500,0.474
HU07,deepseek,clases,rouge2,0.211,0.235,0.222
HU07,deepseek,clases,rougeL,0.400,0.444,0.421
HU07,gemini,clases,rouge1,0.455,0.556,0.500
HU07,gemini,clases,rouge2,0.190,0.235,0.211
HU07,gemini,clases,rougeL,0.409,0.500,0.450
HU07,claude,clases,rouge1,0.306,0.611,0.407
HU07,claude,clases,rouge2,0.143,0.294,0.192
HU07,claude,clases,rougeL,0.306,0.611,0.407
HU07,gpt,clases,rouge1,0.650,0.722,0.684
HU07,gpt,clases,rouge2,0.316,0.353,0.333
HU07,gpt,clases,rougeL,0.650,0.722,0.684
HU07,mistral,clases,rouge1,0.229,0.444,0.302
HU07,mistral,clases,rouge2,0.118,0.235,0.157
HU07,mistral,clases,rougeL,0.229,0.444,0.302
HU08,deepseek,clases,rouge1,0.609,0.400,0.483
HU08,deepseek,clases,rouge2,0.227,0.147,0.179
HU08,deepseek,clases,rougeL,0.565,0.371,0.448
HU08,gemini,clases,rouge1,0.314,0.629,0.419
HU08,gemini,clases,rouge2,0.130,0.265,0.175
HU08,gemini,clases,rougeL,0.257,0.514,0.343
HU08,claude,clases,rouge1,0.393,0.629,0.484
HU08,claude,clases,rouge2,0.164,0.265,0.202
HU08,claude,clases,rougeL,0.321,0.514,0.396
HU08,gpt,clases,rouge1,0.650,0.743,0.693
HU08,gpt,clases,rouge2,0.359,0.412,0.384
HU08,gpt,clases,rougeL,0.575,0.657,0.613
HU08,mistral,clases,rouge1,0.438,0.600,0.506
HU08,mistral,clases,rouge2,0.191,0.265,0.222
HU08,mistral,clases,rougeL,0.354,0.486,0.410
HU09,deepseek,clases,rouge1,0.290,0.474,0.360
HU09,deepseek,clases,rouge2,0.098,0.162,0.122
HU09,deepseek,clases,rougeL,0.242,0.395,0.300
HU09,gemini,clases,rouge1,0.467,0.737,0.571
HU09,gemini,clases,rouge2,0.322,0.514,0.396
HU09,gemini,clases,rougeL,0.400,0.632,0.490
HU09,claude,clases,rouge1,0.370,0.526,0.435
HU09,claude,clases,rouge2,0.208,0.297,0.244
HU09,claude,clases,rougeL,0.296,0.421,0.348
HU09,gpt,clases,rouge1,0.362,0.553,0.438
HU09,gpt,clases,rouge2,0.140,0.216,0.170
HU09,gpt,clases,rougeL,0.293,0.447,0.354
HU09,mistral,clases,rouge1,0.720,0.474,0.571
HU09,mistral,clases,rouge2,0.375,0.243,0.295
HU09,mistral,clases,rougeL,0.640,0.421,0.508
HU10,deepseek,clases,rouge1,0.320,0.205,0.250
HU10,deepseek,clases,rouge2,0.042,0.026,0.032
HU10,deepseek,clases,rougeL,0.280,0.179,0.219
HU10,gemini,clases,rouge1,0.225,0.410,0.291
HU10,gemini,clases,rouge2,0.043,0.079,0.056
HU10,gemini,clases,rougeL,0.197,0.359,0.255
HU10,claude,clases,rouge1,0.256,0.513,0.342
HU10,claude,clases,rouge2,0.052,0.105,0.070
HU10,claude,clases,rougeL,0.218,0.436,0.291
HU10,gpt,clases,rouge1,0.357,0.256,0.299
HU10,gpt,clases,rouge2,0.111,0.079,0.092
HU10,gpt,clases,rougeL,0.321,0.231,0.269
HU10,mistral,clases,rouge1,0.320,0.205,0.250
HU10,mistral,clases,rouge2,0.083,0.053,0.065
HU10,mistral,clases,rougeL,0.320,0.205,0.250
