Historia,Modelo,Tipo Diagrama,ROUGE Tipo,Precisión,Recall,Medida F1
HU06,gemini,clases,rouge1,0.111,0.214,0.146
HU06,gemini,clases,rouge2,0.019,0.037,0.025
HU06,gemini,clases,rougeL,0.111,0.214,0.146
HU06,claude,clases,rouge1,0.125,0.321,0.180
HU06,claude,clases,rouge2,0.014,0.037,0.020
HU06,claude,clases,rougeL,0.111,0.286,0.160
HU06,gpt,clases,rouge1,0.186,0.286,0.225
HU06,gpt,clases,rouge2,0.024,0.037,0.029
HU06,gpt,clases,rougeL,0.163,0.250,0.197
HU06,mistral,clases,rouge1,0.171,0.250,0.203
HU06,mistral,clases,rouge2,0.025,0.037,0.030
HU06,mistral,clases,rougeL,0.171,0.250,0.203
HU07,llama,clases,rouge1,0.191,0.500,0.277
HU07,llama,clases,rouge2,0.087,0.235,0.127
HU07,llama,clases,rougeL,0.170,0.444,0.246
HU07,deepseek,clases,rouge1,0.118,0.611,0.198
HU07,deepseek,clases,rouge2,0.043,0.235,0.073
HU07,deepseek,clases,rougeL,0.097,0.500,0.162
HU07,gemini,clases,rouge1,0.464,0.722,0.565
HU07,gemini,clases,rouge2,0.185,0.294,0.227
HU07,gemini,clases,rougeL,0.393,0.611,0.478
HU07,claude,clases,rouge1,0.400,0.667,0.500
HU07,claude,clases,rouge2,0.207,0.353,0.261
HU07,claude,clases,rougeL,0.367,0.611,0.458
HU07,gpt,clases,rouge1,0.611,0.611,0.611
HU07,gpt,clases,rouge2,0.353,0.353,0.353
HU07,gpt,clases,rougeL,0.611,0.611,0.611
HU07,mistral,clases,rouge1,0.444,0.444,0.444
HU07,mistral,clases,rouge2,0.176,0.176,0.176
HU07,mistral,clases,rougeL,0.389,0.389,0.389
HU08,llama,clases,rouge1,0.245,0.343,0.286
HU08,llama,clases,rouge2,0.062,0.088,0.073
HU08,llama,clases,rougeL,0.224,0.314,0.262
HU08,gemini,clases,rouge1,0.313,0.600,0.412
HU08,gemini,clases,rouge2,0.152,0.294,0.200
HU08,gemini,clases,rougeL,0.269,0.514,0.353
HU08,claude,clases,rouge1,0.367,0.629,0.463
HU08,claude,clases,rouge2,0.153,0.265,0.194
HU08,claude,clases,rougeL,0.317,0.543,0.400
HU08,gpt,clases,rouge1,0.543,0.543,0.543
HU08,gpt,clases,rouge2,0.265,0.265,0.265
HU08,gpt,clases,rougeL,0.400,0.400,0.400
HU08,mistral,clases,rouge1,0.389,0.400,0.394
HU08,mistral,clases,rouge2,0.086,0.088,0.087
HU08,mistral,clases,rougeL,0.306,0.314,0.310
HU09,llama,clases,rouge1,0.450,0.474,0.462
HU09,llama,clases,rouge2,0.205,0.216,0.211
HU09,llama,clases,rougeL,0.425,0.447,0.436
HU09,deepseek,clases,rouge1,0.233,0.737,0.354
HU09,deepseek,clases,rouge2,0.084,0.270,0.128
HU09,deepseek,clases,rougeL,0.175,0.553,0.266
HU09,gemini,clases,rouge1,0.514,0.500,0.507
HU09,gemini,clases,rouge2,0.194,0.189,0.192
HU09,gemini,clases,rougeL,0.459,0.447,0.453
HU09,claude,clases,rouge1,0.304,0.447,0.362
HU09,claude,clases,rouge2,0.127,0.189,0.152
HU09,claude,clases,rougeL,0.250,0.368,0.298
HU09,gpt,clases,rouge1,0.476,0.526,0.500
HU09,gpt,clases,rouge2,0.195,0.216,0.205
HU09,gpt,clases,rougeL,0.381,0.421,0.400
HU09,mistral,clases,rouge1,0.667,0.474,0.554
HU09,mistral,clases,rouge2,0.346,0.243,0.286
HU09,mistral,clases,rougeL,0.593,0.421,0.492
HU10,llama,clases,rouge1,0.303,0.256,0.278
HU10,llama,clases,rouge2,0.125,0.105,0.114
HU10,llama,clases,rougeL,0.273,0.231,0.250
HU10,deepseek,clases,rouge1,0.174,0.103,0.129
HU10,deepseek,clases,rouge2,0.045,0.026,0.033
HU10,deepseek,clases,rougeL,0.174,0.103,0.129
HU10,gemini,clases,rouge1,0.292,0.487,0.365
HU10,gemini,clases,rouge2,0.047,0.079,0.059
HU10,gemini,clases,rougeL,0.246,0.410,0.308
HU10,claude,clases,rouge1,0.235,0.487,0.317
HU10,claude,clases,rouge2,0.050,0.105,0.068
HU10,claude,clases,rougeL,0.222,0.462,0.300
HU10,gpt,clases,rouge1,0.222,0.256,0.238
HU10,gpt,clases,rouge2,0.068,0.079,0.073
HU10,gpt,clases,rougeL,0.200,0.231,0.214
HU10,mistral,clases,rouge1,0.538,0.359,0.431
HU10,mistral,clases,rouge2,0.120,0.079,0.095
HU10,mistral,clases,rougeL,0.423,0.282,0.338
