Historia,Modelo,Tipo Diagrama,ROUGE Tipo,Precisión,Recall,Medida F1
HU08,gemini,clases,rouge2,0.118,0.294,0.168
HU08,gemini,clases,rougeL,0.244,0.600,0.347
HU08,claude,clases,rouge1,0.411,0.657,0.505
HU08,claude,clases,rouge2,0.218,0.353,0.270
HU08,claude,clases,rougeL,0.357,0.571,0.440
HU08,gpt,clases,rouge1,0.500,0.657,0.568
HU08,gpt,clases,rouge2,0.178,0.235,0.203
HU08,gpt,clases,rougeL,0.370,0.486,0.420
HU08,mistral,clases,rouge1,0.341,0.400,0.368
HU08,mistral,clases,rouge2,0.075,0.088,0.081
HU08,mistral,clases,rougeL,0.317,0.371,0.342
HU09,llama,clases,rouge1,0.386,0.842,0.529
HU09,llama,clases,rouge2,0.232,0.514,0.319
HU09,llama,clases,rougeL,0.289,0.632,0.397
HU09,gemini,clases,rouge1,0.442,0.500,0.469
HU09,gemini,clases,rouge2,0.167,0.189,0.177
HU09,gemini,clases,rougeL,0.395,0.447,0.420
HU09,claude,clases,rouge1,0.381,0.632,0.475
HU09,claude,clases,rouge2,0.210,0.351,0.263
HU09,claude,clases,rougeL,0.286,0.474,0.356
HU09,gpt,clases,rouge1,0.317,0.526,0.396
HU09,gpt,clases,rouge2,0.145,0.243,0.182
HU09,gpt,clases,rougeL,0.254,0.421,0.317
HU09,mistral,clases,rouge1,0.605,0.605,0.605
HU09,mistral,clases,rouge2,0.324,0.324,0.324
HU09,mistral,clases,rougeL,0.500,0.500,0.500
HU10,llama,clases,rouge1,0.265,0.231,0.247
HU10,llama,clases,rouge2,0.091,0.079,0.085
HU10,llama,clases,rougeL,0.235,0.205,0.219
HU10,deepseek,clases,rouge1,0.148,0.205,0.172
HU10,deepseek,clases,rouge2,0.038,0.053,0.044
HU10,deepseek,clases,rougeL,0.111,0.154,0.129
HU10,gemini,clases,rouge1,0.377,0.513,0.435
HU10,gemini,clases,rouge2,0.058,0.079,0.067
HU10,gemini,clases,rougeL,0.302,0.410,0.348
HU10,claude,clases,rouge1,0.221,0.487,0.304
HU10,claude,clases,rouge2,0.047,0.105,0.065
HU10,claude,clases,rougeL,0.209,0.462,0.288
HU10,gpt,clases,rouge1,0.379,0.282,0.324
HU10,gpt,clases,rouge2,0.143,0.105,0.121
HU10,gpt,clases,rougeL,0.345,0.256,0.294
HU10,mistral,clases,rouge1,0.444,0.308,0.364
HU10,mistral,clases,rouge2,0.077,0.053,0.062
HU10,mistral,clases,rougeL,0.370,0.256,0.303
