Historia,Modelo,Tipo Diagrama,ROUGE Tipo,Precisión,Recall,Medida F1
HU06,mistral,clases,rougeL,0.226,0.250,0.237
HU07,llama,clases,rouge1,0.175,0.611,0.272
HU07,llama,clases,rouge2,0.065,0.235,0.101
HU07,llama,clases,rougeL,0.159,0.556,0.247
HU07,deepseek,clases,rouge1,0.148,0.444,0.222
HU07,deepseek,clases,rouge2,0.057,0.176,0.086
HU07,deepseek,clases,rougeL,0.148,0.444,0.222
HU07,gemini,clases,rouge1,0.417,0.556,0.476
HU07,gemini,clases,rouge2,0.174,0.235,0.200
HU07,gemini,clases,rougeL,0.375,0.500,0.429
HU07,claude,clases,rouge1,0.385,0.556,0.455
HU07,claude,clases,rouge2,0.200,0.294,0.238
HU07,claude,clases,rougeL,0.346,0.500,0.409
HU07,gpt,clases,rouge1,0.321,0.500,0.391
HU07,gpt,clases,rouge2,0.185,0.294,0.227
HU07,gpt,clases,rougeL,0.321,0.500,0.391
HU07,mistral,clases,rouge1,0.154,0.333,0.211
HU07,mistral,clases,rouge2,0.079,0.176,0.109
HU07,mistral,clases,rougeL,0.154,0.333,0.211
HU08,llama,clases,rouge1,0.333,0.343,0.338
HU08,llama,clases,rouge2,0.143,0.147,0.145
HU08,llama,clases,rougeL,0.333,0.343,0.338
HU08,deepseek,clases,rouge1,0.314,0.457,0.372
HU08,deepseek,clases,rouge2,0.100,0.147,0.119
HU08,deepseek,clases,rougeL,0.294,0.429,0.349
HU08,gemini,clases,rouge1,0.339,0.600,0.433
HU08,gemini,clases,rouge2,0.164,0.294,0.211
HU08,gemini,clases,rougeL,0.290,0.514,0.371
HU08,claude,clases,rouge1,0.362,0.600,0.452
HU08,claude,clases,rouge2,0.158,0.265,0.198
HU08,claude,clases,rougeL,0.310,0.514,0.387
HU08,gpt,clases,rouge1,0.719,0.657,0.687
HU08,gpt,clases,rouge2,0.419,0.382,0.400
HU08,gpt,clases,rougeL,0.594,0.543,0.567
HU08,mistral,clases,rouge1,0.500,0.600,0.545
HU08,mistral,clases,rouge2,0.146,0.176,0.160
HU08,mistral,clases,rougeL,0.405,0.486,0.442
HU09,llama,clases,rouge1,0.317,0.500,0.388
HU09,llama,clases,rouge2,0.169,0.270,0.208
HU09,llama,clases,rougeL,0.283,0.447,0.347
HU09,deepseek,clases,rouge1,0.232,0.500,0.317
HU09,deepseek,clases,rouge2,0.111,0.243,0.153
HU09,deepseek,clases,rougeL,0.220,0.474,0.300
HU09,gemini,clases,rouge1,0.541,0.526,0.533
HU09,gemini,clases,rouge2,0.250,0.243,0.247
HU09,gemini,clases,rougeL,0.405,0.395,0.400
HU09,claude,clases,rouge1,0.383,0.474,0.424
HU09,claude,clases,rouge2,0.174,0.216,0.193
HU09,claude,clases,rougeL,0.298,0.368,0.329
HU09,gpt,clases,rouge1,0.397,0.711,0.509
HU09,gpt,clases,rouge2,0.194,0.351,0.250
HU09,gpt,clases,rougeL,0.279,0.500,0.358
HU09,mistral,clases,rouge1,0.700,0.553,0.618
HU09,mistral,clases,rouge2,0.345,0.270,0.303
HU09,mistral,clases,rougeL,0.600,0.474,0.529
HU10,llama,clases,rouge1,0.298,0.436,0.354
HU10,llama,clases,rouge2,0.054,0.079,0.064
HU10,llama,clases,rougeL,0.193,0.282,0.229
HU10,deepseek,clases,rouge1,0.170,0.231,0.196
HU10,deepseek,clases,rouge2,0.019,0.026,0.022
HU10,deepseek,clases,rougeL,0.151,0.205,0.174
HU10,gemini,clases,rouge1,0.221,0.436,0.293
HU10,gemini,clases,rouge2,0.039,0.079,0.053
HU10,gemini,clases,rougeL,0.195,0.385,0.259
HU10,claude,clases,rouge1,0.229,0.487,0.311
HU10,claude,clases,rouge2,0.049,0.105,0.067
HU10,claude,clases,rougeL,0.217,0.462,0.295
HU10,gpt,clases,rouge1,0.321,0.231,0.269
HU10,gpt,clases,rouge2,0.074,0.053,0.062
HU10,gpt,clases,rougeL,0.321,0.231,0.269
HU10,mistral,clases,rouge1,0.333,0.282,0.306
HU10,mistral,clases,rouge2,0.125,0.105,0.114
HU10,mistral,clases,rougeL,0.333,0.282,0.306
